article_slug,article_title,topic_family,year,scenario,policy_active,shock_event,system_stock_index,capacity_index,trust_index,memory_index,burden_index,equity_gap_index,risk_index,outcome_index,resilience_ratio,regeneration,pressure
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,0,Current structure / baseline,False,False,68.418,45.474,48.311,41.85,52.55,25.788,59.484,43.54,0.9246,1.776,5.0
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,1,Current structure / baseline,False,False,61.312,44.934,46.593,41.66,53.245,26.587,62.257,40.839,0.8285,1.642,6.32
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,2,Current structure / baseline,False,False,52.639,44.377,44.842,41.431,54.086,27.398,65.531,37.64,0.7113,1.471,7.64
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,3,Current structure / baseline,True,False,43.268,43.517,43.084,41.492,54.542,28.28,69.016,34.236,0.5847,1.263,8.96
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,4,Current structure / baseline,True,False,32.28,42.643,41.294,41.52,55.078,29.171,73.01,30.326,0.4362,1.038,10.28
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,5,Current structure / baseline,True,False,19.631,41.753,39.469,41.515,55.693,30.074,77.527,25.897,0.2653,0.775,11.6
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,6,Current structure / baseline,True,False,5.277,40.847,37.607,41.477,56.387,30.989,82.58,20.934,0.0713,0.471,12.92
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,7,Current structure / baseline,True,False,0.0,39.921,35.705,41.406,57.161,31.918,84.937,18.67,0.0,0.127,14.24
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,8,Current structure / baseline,True,False,0.0,38.973,33.761,41.302,58.013,32.862,85.739,17.966,0.0,0.0,15.56
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,9,Current structure / baseline,True,True,0.0,37.999,31.768,41.103,59.093,33.826,86.597,17.213,0.0,0.0,19.355
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,10,Current structure / baseline,True,False,0.0,36.999,29.727,40.933,60.104,34.808,87.46,16.455,0.0,0.0,18.2
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,11,Current structure / baseline,True,False,0.0,35.973,27.635,40.73,61.195,35.809,88.354,15.668,0.0,0.0,19.52
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,12,Current structure / baseline,True,False,0.0,34.916,25.491,40.494,62.364,36.832,89.281,14.854,0.0,0.0,20.84
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,13,Current structure / baseline,True,False,0.0,33.829,23.291,40.225,63.613,37.877,90.242,14.009,0.0,0.0,22.16
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,14,Current structure / baseline,True,False,0.0,32.709,21.032,39.923,64.94,38.946,91.238,13.134,0.0,0.0,23.48
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,15,Current structure / baseline,True,False,0.0,31.553,18.711,39.588,66.347,40.04,92.269,12.227,0.0,0.0,24.8
mental-models-and-the-limits-of-linear-reasoning,Mental Models and the Limits of Linear Reasoning,organizational_learning,16,Current structure / baseline,True,False,0.0,30.36,16.326,39.22,67.834,41.161,93.338,11.288,0.0,0.0,26.12
