article_slug,pressure_reduction,capacity_investment,final_stock,final_risk
systems-thinking-and-sustainability,0.00,0.00,0.00,100.00
systems-thinking-and-sustainability,0.00,0.50,0.00,100.00
systems-thinking-and-sustainability,0.00,1.00,0.00,93.76
systems-thinking-and-sustainability,0.00,1.50,0.00,86.80
systems-thinking-and-sustainability,0.00,2.00,0.00,79.83
systems-thinking-and-sustainability,0.00,2.50,0.00,76.92
systems-thinking-and-sustainability,0.00,3.00,0.00,75.84
systems-thinking-and-sustainability,0.10,0.00,0.00,100.00
systems-thinking-and-sustainability,0.10,0.50,0.00,99.45
systems-thinking-and-sustainability,0.10,1.00,0.00,92.48
systems-thinking-and-sustainability,0.10,1.50,0.00,85.52
systems-thinking-and-sustainability,0.10,2.00,0.00,78.55
systems-thinking-and-sustainability,0.10,2.50,0.00,75.95
systems-thinking-and-sustainability,0.10,3.00,0.00,74.86
systems-thinking-and-sustainability,0.20,0.00,0.00,100.00
systems-thinking-and-sustainability,0.20,0.50,0.00,98.17
systems-thinking-and-sustainability,0.20,1.00,0.00,91.20
systems-thinking-and-sustainability,0.20,1.50,0.00,84.23
systems-thinking-and-sustainability,0.20,2.00,0.00,77.27
systems-thinking-and-sustainability,0.20,2.50,0.00,74.97
systems-thinking-and-sustainability,0.20,3.00,0.00,73.89
systems-thinking-and-sustainability,0.30,0.00,0.00,100.00
systems-thinking-and-sustainability,0.30,0.50,0.00,96.88
systems-thinking-and-sustainability,0.30,1.00,0.00,89.92
systems-thinking-and-sustainability,0.30,1.50,0.00,82.95
systems-thinking-and-sustainability,0.30,2.00,0.00,75.99
systems-thinking-and-sustainability,0.30,2.50,0.00,74.00
systems-thinking-and-sustainability,0.30,3.00,0.00,72.91
systems-thinking-and-sustainability,0.40,0.00,0.00,100.00
systems-thinking-and-sustainability,0.40,0.50,0.00,95.60
systems-thinking-and-sustainability,0.40,1.00,0.00,88.64
systems-thinking-and-sustainability,0.40,1.50,0.00,81.67
systems-thinking-and-sustainability,0.40,2.00,0.00,74.71
systems-thinking-and-sustainability,0.40,2.50,0.00,73.02
systems-thinking-and-sustainability,0.40,3.00,0.00,71.94
systems-thinking-and-sustainability,0.50,0.00,0.00,100.00
systems-thinking-and-sustainability,0.50,0.50,0.00,94.32
systems-thinking-and-sustainability,0.50,1.00,0.00,87.36
systems-thinking-and-sustainability,0.50,1.50,0.00,80.39
systems-thinking-and-sustainability,0.50,2.00,0.00,73.43
systems-thinking-and-sustainability,0.50,2.50,0.00,72.05
systems-thinking-and-sustainability,0.50,3.00,0.00,70.96
