article_slug,pressure_reduction,capacity_investment,final_stock,final_risk
stocks-flows-and-the-architecture-of-change,0.00,0.00,0.00,100.00
stocks-flows-and-the-architecture-of-change,0.00,0.50,0.00,99.12
stocks-flows-and-the-architecture-of-change,0.00,1.00,0.00,92.15
stocks-flows-and-the-architecture-of-change,0.00,1.50,0.00,85.19
stocks-flows-and-the-architecture-of-change,0.00,2.00,0.00,78.22
stocks-flows-and-the-architecture-of-change,0.00,2.50,0.00,75.20
stocks-flows-and-the-architecture-of-change,0.00,3.00,0.00,74.12
stocks-flows-and-the-architecture-of-change,0.10,0.00,0.00,100.00
stocks-flows-and-the-architecture-of-change,0.10,0.50,0.00,97.96
stocks-flows-and-the-architecture-of-change,0.10,1.00,0.00,90.99
stocks-flows-and-the-architecture-of-change,0.10,1.50,0.00,84.03
stocks-flows-and-the-architecture-of-change,0.10,2.00,0.00,77.06
stocks-flows-and-the-architecture-of-change,0.10,2.50,0.00,74.32
stocks-flows-and-the-architecture-of-change,0.10,3.00,0.00,73.24
stocks-flows-and-the-architecture-of-change,0.20,0.00,0.00,100.00
stocks-flows-and-the-architecture-of-change,0.20,0.50,0.00,96.80
stocks-flows-and-the-architecture-of-change,0.20,1.00,0.00,89.83
stocks-flows-and-the-architecture-of-change,0.20,1.50,0.00,82.87
stocks-flows-and-the-architecture-of-change,0.20,2.00,0.00,75.90
stocks-flows-and-the-architecture-of-change,0.20,2.50,0.00,73.44
stocks-flows-and-the-architecture-of-change,0.20,3.00,0.00,72.35
stocks-flows-and-the-architecture-of-change,0.30,0.00,0.00,100.00
stocks-flows-and-the-architecture-of-change,0.30,0.50,0.00,95.64
stocks-flows-and-the-architecture-of-change,0.30,1.00,0.00,88.67
stocks-flows-and-the-architecture-of-change,0.30,1.50,0.00,81.71
stocks-flows-and-the-architecture-of-change,0.30,2.00,0.00,74.74
stocks-flows-and-the-architecture-of-change,0.30,2.50,0.00,72.56
stocks-flows-and-the-architecture-of-change,0.30,3.00,0.00,71.47
stocks-flows-and-the-architecture-of-change,0.40,0.00,0.00,100.00
stocks-flows-and-the-architecture-of-change,0.40,0.50,0.00,94.48
stocks-flows-and-the-architecture-of-change,0.40,1.00,0.00,87.51
stocks-flows-and-the-architecture-of-change,0.40,1.50,0.00,80.55
stocks-flows-and-the-architecture-of-change,0.40,2.00,0.00,73.58
stocks-flows-and-the-architecture-of-change,0.40,2.50,0.00,71.67
stocks-flows-and-the-architecture-of-change,0.40,3.00,0.00,70.59
stocks-flows-and-the-architecture-of-change,0.50,0.00,0.00,100.00
stocks-flows-and-the-architecture-of-change,0.50,0.50,0.00,93.32
stocks-flows-and-the-architecture-of-change,0.50,1.00,0.00,86.35
stocks-flows-and-the-architecture-of-change,0.50,1.50,0.00,79.39
stocks-flows-and-the-architecture-of-change,0.50,2.00,0.00,72.42
stocks-flows-and-the-architecture-of-change,0.50,2.50,0.00,70.79
stocks-flows-and-the-architecture-of-change,0.50,3.00,0.00,69.70
