article_slug,pressure_reduction,capacity_investment,final_stock,final_risk
shifting-the-burden,0.00,0.00,0.00,100.00
shifting-the-burden,0.00,0.50,0.00,100.00
shifting-the-burden,0.00,1.00,0.00,96.46
shifting-the-burden,0.00,1.50,0.00,89.50
shifting-the-burden,0.00,2.00,0.00,82.53
shifting-the-burden,0.00,2.50,0.00,77.34
shifting-the-burden,0.00,3.00,0.00,76.25
shifting-the-burden,0.10,0.00,0.00,100.00
shifting-the-burden,0.10,0.50,0.00,100.00
shifting-the-burden,0.10,1.00,0.00,95.23
shifting-the-burden,0.10,1.50,0.00,88.27
shifting-the-burden,0.10,2.00,0.00,81.30
shifting-the-burden,0.10,2.50,0.00,76.40
shifting-the-burden,0.10,3.00,0.00,75.32
shifting-the-burden,0.20,0.00,0.00,100.00
shifting-the-burden,0.20,0.50,0.00,100.00
shifting-the-burden,0.20,1.00,0.00,94.00
shifting-the-burden,0.20,1.50,0.00,87.04
shifting-the-burden,0.20,2.00,0.00,80.07
shifting-the-burden,0.20,2.50,0.00,75.46
shifting-the-burden,0.20,3.00,0.00,74.38
shifting-the-burden,0.30,0.00,0.00,100.00
shifting-the-burden,0.30,0.50,0.00,99.74
shifting-the-burden,0.30,1.00,0.00,92.77
shifting-the-burden,0.30,1.50,0.00,85.81
shifting-the-burden,0.30,2.00,0.00,78.84
shifting-the-burden,0.30,2.50,0.00,74.53
shifting-the-burden,0.30,3.00,0.00,73.44
shifting-the-burden,0.40,0.00,0.00,100.00
shifting-the-burden,0.40,0.50,0.00,98.51
shifting-the-burden,0.40,1.00,0.00,91.54
shifting-the-burden,0.40,1.50,0.00,84.57
shifting-the-burden,0.40,2.00,0.00,77.61
shifting-the-burden,0.40,2.50,0.00,73.59
shifting-the-burden,0.40,3.00,0.00,72.51
shifting-the-burden,0.50,0.00,0.00,100.00
shifting-the-burden,0.50,0.50,0.00,97.27
shifting-the-burden,0.50,1.00,0.00,90.31
shifting-the-burden,0.50,1.50,0.00,83.34
shifting-the-burden,0.50,2.00,0.00,76.38
shifting-the-burden,0.50,2.50,0.00,72.66
shifting-the-burden,0.50,3.00,0.00,71.57
