article_slug,pressure_reduction,capacity_investment,final_stock,final_risk
learning-organizations-and-feedback-awareness,0.00,0.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.00,0.50,0.00,100.00
learning-organizations-and-feedback-awareness,0.00,1.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.00,1.50,0.00,95.67
learning-organizations-and-feedback-awareness,0.00,2.00,0.00,88.71
learning-organizations-and-feedback-awareness,0.00,2.50,0.00,81.74
learning-organizations-and-feedback-awareness,0.00,3.00,0.00,79.41
learning-organizations-and-feedback-awareness,0.10,0.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.10,0.50,0.00,100.00
learning-organizations-and-feedback-awareness,0.10,1.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.10,1.50,0.00,94.29
learning-organizations-and-feedback-awareness,0.10,2.00,0.00,87.33
learning-organizations-and-feedback-awareness,0.10,2.50,0.00,80.36
learning-organizations-and-feedback-awareness,0.10,3.00,0.00,78.35
learning-organizations-and-feedback-awareness,0.20,0.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.20,0.50,0.00,100.00
learning-organizations-and-feedback-awareness,0.20,1.00,0.00,99.88
learning-organizations-and-feedback-awareness,0.20,1.50,0.00,92.91
learning-organizations-and-feedback-awareness,0.20,2.00,0.00,85.95
learning-organizations-and-feedback-awareness,0.20,2.50,0.00,78.98
learning-organizations-and-feedback-awareness,0.20,3.00,0.00,77.30
learning-organizations-and-feedback-awareness,0.30,0.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.30,0.50,0.00,100.00
learning-organizations-and-feedback-awareness,0.30,1.00,0.00,98.50
learning-organizations-and-feedback-awareness,0.30,1.50,0.00,91.53
learning-organizations-and-feedback-awareness,0.30,2.00,0.00,84.56
learning-organizations-and-feedback-awareness,0.30,2.50,0.00,77.60
learning-organizations-and-feedback-awareness,0.30,3.00,0.00,76.25
learning-organizations-and-feedback-awareness,0.40,0.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.40,0.50,0.00,100.00
learning-organizations-and-feedback-awareness,0.40,1.00,0.00,97.12
learning-organizations-and-feedback-awareness,0.40,1.50,0.00,90.15
learning-organizations-and-feedback-awareness,0.40,2.00,0.00,83.18
learning-organizations-and-feedback-awareness,0.40,2.50,0.00,76.28
learning-organizations-and-feedback-awareness,0.40,3.00,0.00,75.20
learning-organizations-and-feedback-awareness,0.50,0.00,0.00,100.00
learning-organizations-and-feedback-awareness,0.50,0.50,0.00,100.00
learning-organizations-and-feedback-awareness,0.50,1.00,0.00,95.73
learning-organizations-and-feedback-awareness,0.50,1.50,0.00,88.77
learning-organizations-and-feedback-awareness,0.50,2.00,0.00,81.80
learning-organizations-and-feedback-awareness,0.50,2.50,0.00,75.23
learning-organizations-and-feedback-awareness,0.50,3.00,0.00,74.15
