article_slug,article_title,topic_family,year,scenario,policy_active,shock_event,system_stock_index,capacity_index,trust_index,memory_index,burden_index,equity_gap_index,risk_index,outcome_index,resilience_ratio,regeneration,pressure
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,0,Current structure / baseline,False,False,75.533,48.695,47.592,45.859,42.517,23.638,54.912,47.649,0.9442,2.0,4.7
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,1,Current structure / baseline,False,False,69.742,48.376,46.158,45.683,43.161,24.285,57.158,45.459,0.8718,1.888,5.855
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,2,Current structure / baseline,False,False,62.586,48.042,44.696,45.473,43.932,24.944,59.842,42.836,0.7823,1.744,7.01
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,3,Current structure / baseline,False,False,54.026,47.69,43.201,45.228,44.83,25.617,62.978,39.766,0.6753,1.565,8.165
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,4,Current structure / baseline,False,False,44.019,47.317,41.67,44.949,45.855,26.304,66.579,36.237,0.5502,1.351,9.32
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,5,Current structure / baseline,True,False,33.443,46.66,40.176,44.972,46.403,27.04,70.325,32.562,0.418,1.1,10.475
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,6,Current structure / baseline,True,False,21.38,45.988,38.649,44.966,47.02,27.786,74.539,28.422,0.2673,0.836,11.63
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,7,Current structure / baseline,True,False,7.79,45.298,37.089,44.931,47.706,28.545,79.235,23.804,0.0974,0.535,12.785
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,8,Current structure / baseline,True,False,0.0,44.589,35.492,44.868,48.461,29.317,82.215,20.904,0.0,0.195,13.94
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,9,Current structure / baseline,True,False,0.0,43.86,33.857,44.775,49.286,30.104,82.884,20.319,0.0,0.0,15.095
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,10,Current structure / baseline,True,False,0.0,43.109,32.181,44.654,50.18,30.907,83.579,19.711,0.0,0.0,16.25
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,11,Current structure / baseline,True,True,0.0,42.329,30.457,44.442,51.292,31.731,84.328,19.057,0.0,0.0,19.88
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,12,Current structure / baseline,True,False,0.0,41.524,28.687,44.263,52.324,32.573,85.08,18.398,0.0,0.0,18.56
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,13,Current structure / baseline,True,False,0.0,40.692,26.869,44.055,53.426,33.434,85.862,17.713,0.0,0.0,19.715
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,14,Current structure / baseline,True,False,0.0,39.83,25.0,43.818,54.597,34.317,86.675,17.001,0.0,0.0,20.87
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,15,Current structure / baseline,True,False,0.0,38.937,23.078,43.553,55.838,35.222,87.519,16.262,0.0,0.0,22.025
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,16,Current structure / baseline,True,False,0.0,38.011,21.101,43.258,57.148,36.151,88.395,15.494,0.0,0.0,23.18
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,17,Current structure / baseline,True,False,0.0,37.051,19.065,42.935,58.527,37.104,89.305,14.697,0.0,0.0,24.335
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,18,Current structure / baseline,True,False,0.0,36.055,16.969,42.583,59.975,38.084,90.249,13.869,0.0,0.0,25.49
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,19,Current structure / baseline,True,False,0.0,35.02,14.81,42.202,61.493,39.091,91.229,13.01,0.0,0.0,26.645
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,20,Current structure / baseline,True,False,0.0,33.946,12.585,41.792,63.08,40.126,92.246,12.118,0.0,0.0,27.8
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,21,Current structure / baseline,True,False,0.0,32.831,10.292,41.353,64.736,41.191,93.3,11.193,0.0,0.0,28.955
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,22,Current structure / baseline,True,False,0.0,31.672,7.927,40.885,66.462,42.288,94.393,10.233,0.0,0.0,30.11
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,23,Current structure / baseline,True,False,0.0,30.469,5.489,40.388,68.257,43.416,95.526,9.239,0.0,0.0,31.265
delays-oscillation-and-misperception,Delays Oscillation and Misperception,archetypes_feedback,24,Current structure / baseline,True,False,0.0,29.219,2.975,39.863,70.121,44.578,96.699,8.208,0.0,0.0,32.42
