article_slug,pressure_reduction,capacity_investment,final_stock,final_risk
limits-to-growth,0.00,0.00,0.00,100.00
limits-to-growth,0.00,0.50,0.00,100.00
limits-to-growth,0.00,1.00,0.00,96.46
limits-to-growth,0.00,1.50,0.00,89.50
limits-to-growth,0.00,2.00,0.00,82.53
limits-to-growth,0.00,2.50,0.00,77.34
limits-to-growth,0.00,3.00,0.00,76.25
limits-to-growth,0.10,0.00,0.00,100.00
limits-to-growth,0.10,0.50,0.00,100.00
limits-to-growth,0.10,1.00,0.00,95.23
limits-to-growth,0.10,1.50,0.00,88.27
limits-to-growth,0.10,2.00,0.00,81.30
limits-to-growth,0.10,2.50,0.00,76.40
limits-to-growth,0.10,3.00,0.00,75.32
limits-to-growth,0.20,0.00,0.00,100.00
limits-to-growth,0.20,0.50,0.00,100.00
limits-to-growth,0.20,1.00,0.00,94.00
limits-to-growth,0.20,1.50,0.00,87.04
limits-to-growth,0.20,2.00,0.00,80.07
limits-to-growth,0.20,2.50,0.00,75.46
limits-to-growth,0.20,3.00,0.00,74.38
limits-to-growth,0.30,0.00,0.00,100.00
limits-to-growth,0.30,0.50,0.00,99.74
limits-to-growth,0.30,1.00,0.00,92.77
limits-to-growth,0.30,1.50,0.00,85.81
limits-to-growth,0.30,2.00,0.00,78.84
limits-to-growth,0.30,2.50,0.00,74.53
limits-to-growth,0.30,3.00,0.00,73.44
limits-to-growth,0.40,0.00,0.00,100.00
limits-to-growth,0.40,0.50,0.00,98.51
limits-to-growth,0.40,1.00,0.00,91.54
limits-to-growth,0.40,1.50,0.00,84.57
limits-to-growth,0.40,2.00,0.00,77.61
limits-to-growth,0.40,2.50,0.00,73.59
limits-to-growth,0.40,3.00,0.00,72.51
limits-to-growth,0.50,0.00,0.00,100.00
limits-to-growth,0.50,0.50,0.00,97.27
limits-to-growth,0.50,1.00,0.00,90.31
limits-to-growth,0.50,1.50,0.00,83.34
limits-to-growth,0.50,2.00,0.00,76.38
limits-to-growth,0.50,2.50,0.00,72.66
limits-to-growth,0.50,3.00,0.00,71.57
